block_index,block_id,permutation_id,order_position,inner_repeat_index,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,result_digest
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,0,3,fused,2026-07-19T13:56:30.624659+00:00,167.6853,484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,0,4,fused,2026-07-19T13:56:30.791653+00:00,176.9442,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,1,0,materialize-after-q06-predicate,2026-07-19T13:56:30.968927+00:00,215.9563,578.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,1,1,materialize-after-q06-predicate,2026-07-19T13:56:31.185459+00:00,233.1996,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,1,2,materialize-after-q06-predicate,2026-07-19T13:56:31.418585+00:00,210.3389,671.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,1,3,materialize-after-q06-predicate,2026-07-19T13:56:31.628837+00:00,158.9965,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,1,4,materialize-after-q06-predicate,2026-07-19T13:56:31.787668+00:00,161.3598,578.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,2,0,materialize-after-q06-time,2026-07-19T13:56:31.949796+00:00,679.3746,2515.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,2,1,materialize-after-q06-time,2026-07-19T13:56:32.629034+00:00,658.6599,2453.125,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,2,2,materialize-after-q06-time,2026-07-19T13:56:33.288166+00:00,644.3571,2140.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,2,3,materialize-after-q06-time,2026-07-19T13:56:33.932699+00:00,646.5477,2312.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,2,4,materialize-after-q06-time,2026-07-19T13:56:34.578996+00:00,681.988,2437.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,0,0,materialize-after-q06-time,2026-07-19T13:56:35.264363+00:00,750.3162,2468.75,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,0,1,materialize-after-q06-time,2026-07-19T13:56:36.014069+00:00,697.3725,2468.75,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,0,2,materialize-after-q06-time,2026-07-19T13:56:36.712159+00:00,659.1871,2375.0,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,0,3,materialize-after-q06-time,2026-07-19T13:56:37.370755+00:00,621.812,2296.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,0,4,materialize-after-q06-time,2026-07-19T13:56:37.993256+00:00,616.4932,2296.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,1,0,materialize-after-q06-predicate,2026-07-19T13:56:38.609474+00:00,149.4266,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,1,1,materialize-after-q06-predicate,2026-07-19T13:56:38.758933+00:00,152.485,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,1,2,materialize-after-q06-predicate,2026-07-19T13:56:38.911931+00:00,166.9116,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,1,3,materialize-after-q06-predicate,2026-07-19T13:56:39.078585+00:00,149.6496,562.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
6,tpch-q6-block-006,materialize-after-q06-time -> materialize-after-q06-predicate -> fused,1,4,materialize-after-q06-predicate,2026-07-19T13:56:39.228593+00:00,147.818,531.25,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
